Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
6632,310.0,256.7947050588557,5.0,76.79311933650744,21.0,218.45417663580568,83.0,328.8952290378824,127.0,308.52200952288405,58.0,253.02098329189025,15.0,98.21896280775275,1.0,82.83700163188892
6633,413.0,174.4353026642564,19.0,152.512441804463,39.0,213.48806656448434,141.0,301.5462263949186,153.0,185.5917708851393,54.0,117.96832332058985,7.0,22.53339771446966,0.0,0.0
6634,244.0,135.38857631143813,6.0,58.8475145090083,25.0,175.51252092287996,53.0,127.34915590947215,113.0,182.46747109514834,30.0,99.65979655013552,17.0,83.54357643799761,0.0,0.0
6635,202.0,129.15105558610284,0.0,0.0,24.0,191.67798099193354,57.0,174.09364405485476,78.0,143.34282826426536,36.0,123.18220701454234,5.0,26.00915522263837,2.0,127.87233226346815
6636,104.0,102.95296831226428,4.0,69.99229014154379,15.0,187.87660025003677,31.0,132.89089709836315,39.0,112.3530728292104,14.0,82.97363478557052,1.0,8.76753442944595,,
7111,167.0,146.42443797566023,6.0,98.32841691248771,20.0,249.46987651241113,60.0,184.82010842779695,55.0,153.85045735545052,22.0,121.78245225574315,0.0,0.0,4.0,350.7172167081682
7131,143.0,109.92727887705057,9.0,129.34751365334867,18.0,186.0080603492818,51.0,189.344718767403,54.0,121.52308938698353,10.0,40.44816567568661,1.0,5.761364291064124,0.0,0.0
7132,136.0,105.58596327782307,5.0,69.92029086841,14.0,133.44771709083977,48.0,173.06028266512834,44.0,98.16169908977334,17.0,71.79963677830806,8.0,53.59774889454643,,
7133,209.0,131.9902744008336,8.0,92.08103130755065,15.0,118.76484560570071,68.0,206.09807843850396,77.0,140.53402931138325,34.0,112.05589611759278,5.0,26.455026455026456,2.0,126.30648268022355
7134,131.0,161.82628997788785,7.0,158.15634884771802,16.0,265.3839774423619,49.0,285.29839883551676,35.0,129.42829672361512,10.0,62.000124000248,14.0,137.93103448275863,0.0,0.0
7135,46.0,74.949083503055,1.0,33.47840642785403,4.0,89.2458723784025,12.0,95.48818333731201,14.0,65.57991380925614,13.0,107.80330043950576,2.0,25.214321734745337,,
7137,394.0,183.73951891957432,19.0,156.4558629776021,56.0,330.91059504815934,119.0,255.90847508655727,148.0,196.42975645364655,35.0,88.78516526724334,10.0,41.49377593360996,7.0,326.440769654066
7138,276.0,150.97559774849435,16.0,151.9756838905775,32.0,212.0047701073274,94.0,237.44569061331717,95.0,150.7338357794526,26.0,77.69311220678321,10.0,47.36867036142296,3.0,164.1039105961895
7140,136.0,132.11964599706616,1.0,17.171695243761544,19.0,233.53823537484178,40.0,168.27379543059504,49.0,138.5285815948239,23.0,133.77127778438785,4.0,34.41600300997082,,
7141,138.0,112.8299048304281,8.0,115.61649562135476,17.0,175.86116959740184,42.0,148.70392504375118,53.0,126.10602006313242,17.0,83.21480565882713,1.0,7.241309035053648,0.0,0.0
7143,285.0,141.371151356419,10.0,87.68001474759456,35.0,219.6645017736801,103.0,221.24892323107903,105.0,151.57237250157192,30.0,89.09303141345617,2.0,8.786539734810951,0.0,0.0
7211,88.0,78.90395237070511,4.0,69.50477845351868,6.0,78.125,36.0,99.71746717633373,28.0,78.5700255352583,10.0,63.25510784995888,4.0,37.93266951161688,0.0,0.0
7231,143.0,127.13032191531164,10.0,160.87516087516087,23.0,262.4971467701438,48.0,205.39152759948652,48.0,121.19069861388138,12.0,56.30366443016,1.0,7.567158531971245,1.0,88.90232301770045
7232,86.0,87.25560820202718,3.0,53.80229888009706,14.0,179.72100349659027,31.0,136.2023493286934,34.0,100.38957838464837,1.0,6.074372843166,2.0,17.97201784599064,1.0,102.47460963261331
7233,65.0,107.17936879596346,3.0,101.14632501685772,11.0,241.91774796569166,22.0,175.7469244288225,21.0,101.66045408336157,6.0,48.80032533550224,2.0,26.099438862064467,0.0,0.0
7235,129.0,86.34653743691348,8.0,94.89916963226572,9.0,70.66028107089582,41.0,133.01323643913832,56.0,101.98135198135198,15.0,56.29785317519892,0.0,0.0,0.0,0.0
7311,97.0,198.92539272384235,1.0,33.42245989304813,12.0,303.3367037411527,30.0,270.5139765554554,38.0,233.2576269105641,16.0,195.83843329253367,0.0,0.0,0.0,0.0
7312,162.0,161.95141457562733,6.0,108.77447425670776,26.0,374.1007194244604,50.0,167.2296732332185,61.0,198.02623035969356,15.0,92.8102957554758,3.0,28.040003738667163,1.0,99.97000899730081
7313,59.0,125.85055779526887,5.0,202.34722784297855,10.0,294.11764705882354,22.0,159.06297447762273,18.0,119.4267515923567,2.0,27.393507738665935,2.0,41.61464835622139,0.0,0.0
7314,402.0,233.3776479945197,11.0,95.18864659051575,50.0,329.68482131082686,124.0,282.8144600296499,161.0,272.1755447737224,46.0,183.08457711442787,7.0,40.21139705882353,3.0,174.16242387650723
7315,412.0,188.49106497451712,32.0,267.26801971101645,59.0,385.218072603813,140.0,197.56710225508735,132.0,187.31640863358356,40.0,136.0220355697623,8.0,38.92754610481242,1.0,45.75025848896046
7316,45.0,84.48483027936317,2.0,66.68889629876625,5.0,123.67054167697255,11.0,97.33651889213344,18.0,101.41416417826356,8.0,80.08809690659726,0.0,0.0,1.0,187.7440672874737
7317,56.0,139.19614227834256,5.0,234.6316283435007,9.0,301.8108651911469,22.0,250.56947608200454,14.0,108.56921287320667,4.0,51.35447425856978,2.0,35.373187124159884,,
7318,99.0,195.80308933763177,5.0,184.5699520118125,16.0,402.0100502512563,28.0,251.73064820641912,34.0,194.21912487147264,14.0,152.6218249209637,2.0,32.948929159802304,0.0,0.0
7319,189.0,226.23351128773552,13.0,253.36191775482362,40.0,570.287995437696,63.0,308.53616729516625,56.0,199.57945757154567,15.0,106.25487001487568,2.0,22.722108611679165,0.0,0.0
7320,48.0,140.3796098616676,7.0,392.37668161434976,8.0,306.63089306247605,10.0,124.08487405385283,15.0,133.85686239514547,7.0,111.05822624147231,1.0,23.629489603024574,,
7331,174.0,134.16919197760762,10.0,131.13034356150013,18.0,167.3951455407793,46.0,166.08296927465068,70.0,149.05668412759252,25.0,103.00358452474146,5.0,40.394247859104865,0.0,0.0
7332,152.0,114.5691221141018,9.0,129.75778546712803,26.0,258.9125672176857,49.0,193.16434738045493,53.0,111.97025394008536,12.0,45.47349274318845,2.0,12.046015780280673,1.0,75.37442244348803
7333,151.0,201.0625690736475,3.0,70.60902491206836,15.0,252.70942500709663,42.0,242.17626482005724,51.0,197.62381130416364,27.0,215.2407966401602,13.0,153.30968070959696,0.0,0.0
7334,170.0,131.76966662274344,7.0,91.76717357105402,26.0,244.42982043809346,35.0,121.91298895816642,75.0,161.1759396557282,24.0,106.61928031985784,3.0,23.08402585410896,0.0,0.0
7335,108.0,101.90698157182084,4.0,59.373608431052396,14.0,158.22784810126583,32.0,144.31315955623703,43.0,117.46387302974841,10.0,50.0575662011313,5.0,42.970092815400484,0.0,0.0
7336,64.0,91.14342272034635,4.0,106.92328254477412,7.0,133.74092472296522,24.0,171.12299465240642,17.0,70.38171731390246,11.0,75.1776927282668,1.0,11.858176212498519,,
7337,113.0,102.24301264013174,7.0,120.1923076923077,14.0,163.66612111292963,38.0,174.18408507517418,33.0,83.0983078162772,18.0,83.01051466519093,3.0,23.200061866831646,0.0,0.0
7338,187.0,121.27029007593984,8.0,91.70383036722625,37.0,303.5920776631127,41.0,115.13958840892822,78.0,147.20488658294497,19.0,73.76884050110179,4.0,22.974430138827675,0.0,0.0
7339,264.0,124.87169905920527,17.0,138.6170906718852,30.0,164.67230211878362,77.0,179.374286579542,105.0,134.4464646981997,26.0,68.81948120698783,7.0,31.631269769543607,2.0,94.59977201454944
7340,72.0,75.92453944385275,6.0,133.7196344996657,10.0,151.4692517418964,17.0,93.43739694404749,32.0,96.1567354788305,5.0,25.425883549453342,2.0,15.867978419549349,,
8111,1392.0,218.89855655901533,63.0,176.21884702525804,110.0,234.40663157670426,488.0,261.83769282360834,533.0,241.89668787611984,159.0,191.04606733472713,39.0,61.62110917996524,0.0,0.0
8115,786.0,200.0982670879083,34.0,135.4635642854297,76.0,224.64603470190062,272.0,296.8751705395051,317.0,228.27926403341374,78.0,128.9490651192779,9.0,20.978042981679177,0.0,0.0
8116,1194.0,223.16755883848202,60.0,194.3068104537064,120.0,273.1742851939537,365.0,287.0805870601375,490.0,258.37068283680463,130.0,155.7427130380611,29.0,48.37041731994529,0.0,0.0
8117,623.0,241.33723295047358,13.0,86.37299847186233,39.0,183.37408312958436,203.0,346.67076523729014,266.0,295.9764999109845,87.0,200.72908495224033,14.0,46.581267675927464,1.0,38.73791861163299
8118,1123.0,205.89524094143445,56.0,165.43085876340433,112.0,241.86408102446714,363.0,284.5831210066246,450.0,231.14973880079515,126.0,149.39884749460504,16.0,27.26049102959467,,
8119,1029.0,241.45974028412,29.0,120.28515481559745,125.0,371.12077616474727,298.0,302.8123785492277,424.0,289.5409702857926,127.0,178.41839235213484,26.0,54.034936952827074,,
8121,339.0,267.78943377148636,16.0,204.8131080389145,31.0,289.7196261682243,107.0,316.11912077523044,147.0,347.55059580102136,35.0,189.0154992709402,3.0,22.3563603845294,0.0,0.0
8125,927.0,269.12000371600436,24.0,113.71712864250178,75.0,258.1311306143521,286.0,357.8041335134865,391.0,314.3693317038657,116.0,207.60626398210292,33.0,96.73731422038519,2.0,58.062568223517665
8126,276.0,246.4065708418891,10.0,157.80758801063138,29.0,327.5797906712383,82.0,317.01883175154256,111.0,288.3905305471138,39.0,208.45597901987395,5.0,39.53531048385597,0.0,0.0
8127,475.0,241.40962894069455,5.0,41.318899264523594,38.0,225.6666072807174,146.0,312.14589613666004,221.0,320.8431933334301,58.0,175.49698931889014,7.0,36.61470865153259,,
8128,140.0,105.80331164365445,6.0,80.15066965819857,16.0,152.991431664577,42.0,137.45119568512268,53.0,116.56332027328693,20.0,90.49149595231054,3.0,20.080033225096734,,
8135,334.0,251.5495906670583,22.0,289.93147074327885,47.0,419.75529159596323,92.0,303.981496778457,130.0,285.33801580333625,36.0,160.77888437318566,6.0,38.03245436105477,1.0,75.31424870271206
8136,766.0,243.9474907803135,31.0,174.50744451474685,50.0,201.47143996384273,236.0,325.46747509063965,317.0,293.7931477720709,121.0,230.70632568336947,11.0,31.026459322083166,0.0,0.0
8211,110.0,199.3295279514361,5.0,181.35654697134567,14.0,358.42293906810033,33.0,290.7745175786413,38.0,200.43251226330503,18.0,176.57445556209535,2.0,24.93765586034913,,
8212,457.0,146.44619624431198,33.0,205.50504421472164,62.0,288.4525914208616,166.0,172.53923708554206,160.0,155.05678954917238,32.0,73.34402933761173,3.0,9.529860228716645,1.0,32.04511952829584
8215,722.0,162.21037472393905,23.0,91.91176470588235,89.0,243.84229704923422,250.0,255.00576313024675,259.0,162.19127298231552,88.0,114.61168778734323,13.0,26.491685686338442,0.0,0.0
8216,430.0,185.80935096361594,14.0,108.8562320192831,47.0,254.9359947927967,134.0,266.131755079343,171.0,207.54442178852315,49.0,118.86279836988162,15.0,57.348218382015595,0.0,0.0
8221,139.0,86.07610613988915,7.0,77.82101167315174,23.0,211.20293847566575,46.0,81.51692362218678,48.0,95.0815125883961,15.0,73.59434795407712,0.0,0.0,0.0,0.0
8222,659.0,212.13038131965055,19.0,106.85563241662449,98.0,433.53240433532403,216.0,238.68722028841373,251.0,238.9201949436491,63.0,141.33165829145727,12.0,39.80759661635429,0.0,0.0
8225,235.0,163.723133730449,6.0,73.88871536449292,17.0,149.85354046831105,67.0,202.13661799840176,103.0,208.83064290989506,39.0,162.672199881674,3.0,18.511234725871912,0.0,0.0
8226,736.0,134.39853914631362,25.0,80.69403302018179,102.0,235.66376185658825,232.0,183.45633991396875,283.0,150.38966218042725,83.0,90.7405427601161,11.0,17.79022192203197,0.0,0.0
8231,238.0,188.95337297649198,7.0,85.37626539821929,22.0,204.0248539367523,64.0,195.2767437602978,109.0,264.3962547906661,23.0,120.06681979536438,12.0,86.83696360083943,1.0,79.39217351953445
8235,424.0,266.3299853644135,12.0,129.89824637367394,50.0,375.17820964958355,133.0,371.7160424818334,178.0,317.6812835751638,38.0,138.52940104261603,11.0,63.24019776934575,2.0,125.62735158698752
8236,448.0,225.23315150448707,12.0,106.64002171732729,63.0,400.7474332737913,126.0,274.31708098214403,191.0,279.4489494567081,50.0,150.49804223003045,6.0,26.716372905437517,0.0,0.0
8237,274.0,231.72619097959287,13.0,195.78313253012047,27.0,271.41133896260556,98.0,363.6093796378747,104.0,249.96394750757102,27.0,133.58400949930734,5.0,38.80481179666278,,
8311,239.0,103.37593806094422,5.0,36.65420423722601,38.0,218.86879391775142,95.0,125.23398982309051,72.0,98.14077749304836,25.0,81.89203354297693,4.0,19.567556990509736,,
8315,195.0,73.97544015386892,7.0,45.001607200257155,32.0,142.55167498218103,51.0,88.38361956917318,68.0,74.4365264413867,35.0,75.73134845075299,2.0,6.595000989250148,,
8316,173.0,103.9613480121148,11.0,112.03911183540436,30.0,212.91696238466997,43.0,118.33668161928613,63.0,106.97911360163016,23.0,78.88328703227356,3.0,16.559947008169573,0.0,0.0
8317,692.0,161.12545665795068,25.0,102.89227140949161,87.0,256.3027227390773,196.0,197.62511888397776,297.0,201.246960841973,56.0,78.06433064372393,31.0,63.92808679641982,0.0,0.0
8325,306.0,218.7620640844164,18.0,216.34615384615384,33.0,275.643167390578,95.0,299.0524758397079,118.0,243.36420071359333,31.0,132.23563537089962,10.0,62.93662282081944,1.0,71.49087061582236
8326,459.0,216.12102777555432,12.0,99.87349866365157,51.0,303.82983314588915,129.0,263.0280437928595,200.0,274.0495850041235,58.0,163.50042227942464,9.0,37.53174826907338,0.0,0.0
8327,375.0,266.3995567111376,7.0,79.09604519774011,36.0,281.49190710767067,123.0,363.99147727272725,159.0,329.2470802617411,42.0,188.22264049475666,8.0,54.31461742141354,,
8335,436.0,152.28515045144164,13.0,80.17762427531763,36.0,157.58371634931058,144.0,198.43730621356815,169.0,176.09669688444305,61.0,132.10897907913545,13.0,39.95696941755033,0.0,0.0
8336,244.0,106.67319529938445,6.0,43.93351394889068,31.0,155.4975922953451,69.0,135.20398165928597,102.0,125.52301255230125,30.0,79.09306617453203,6.0,24.078012761346763,0.0,0.0
8337,192.0,112.27873195207101,6.0,59.31784478497281,31.0,205.06714295164383,46.0,120.76026462249291,79.0,134.23274939255433,23.0,76.74853176721837,7.0,37.11952487008166,0.0,0.0
8415,592.0,206.24734352027983,23.0,134.2438568843752,69.0,285.5487502069194,188.0,283.19650523461627,242.0,241.0814795628655,63.0,134.2882721575649,7.0,21.83610443896809,0.0,0.0
8416,440.0,192.41028870289227,30.0,220.5071664829107,47.0,255.26830328046927,157.0,233.07946970709185,157.0,210.20498333087872,37.0,108.29479599601943,12.0,58.688316134396246,0.0,0.0
8417,379.0,200.59808928996745,7.0,65.48929289517334,39.0,261.17288682028584,129.0,295.6686636608955,156.0,240.28518502105692,40.0,126.75179544187877,8.0,37.50157569362338,,
8421,291.0,229.51336856218944,11.0,150.64365927143248,32.0,317.64939448084175,92.0,245.03928618990545,120.0,289.14965904436036,29.0,162.1561171997316,7.0,56.07177186799103,0.0,0.0
8425,356.0,181.5891087341301,8.0,72.12975636687456,37.0,238.79070818594337,120.0,265.0629647009007,141.0,209.30216766130738,46.0,140.47666142600025,4.0,18.070565230977095,0.0,0.0
8426,479.0,237.97458292346062,15.0,114.89850631941785,39.0,215.9827213822894,148.0,309.15129613769767,194.0,273.5669463442149,75.0,233.35407591785938,8.0,41.575719779648686,,
8435,335.0,154.92977287757773,10.0,81.74755203129499,32.0,187.24746890340703,101.0,202.27371786411447,142.0,191.11432285542568,35.0,96.90912403555033,15.0,61.440293681594454,0.0,0.0
8436,425.0,148.90128370424353,13.0,75.79291044776119,51.0,210.3960396039604,136.0,196.0134326852399,164.0,165.96334638776727,48.0,103.71874932474772,13.0,43.98876594592765,,
8437,239.0,182.65328737705295,12.0,158.62524785194978,20.0,182.11619012930248,79.0,257.90865463092945,93.0,204.9270635934952,28.0,125.76356449874237,7.0,49.91087344028521,0.0,0.0
9161,260.0,189.23954815418656,6.0,68.82312456985547,28.0,258.80395600332747,109.0,295.0251718724625,94.0,198.17426686062447,19.0,95.65523838292302,4.0,29.383677367222507,,
9162,2159.0,145.46302247770893,78.0,83.62817626246381,219.0,200.04749986298117,786.0,183.43057176196032,818.0,157.0334876792063,219.0,113.93728766823959,39.0,27.884429763411337,0.0,0.0
9163,109.0,171.51579046749853,3.0,80.34279592929833,12.0,241.54589371980677,39.0,231.50896355217856,45.0,207.17278210027163,10.0,104.6134532900931,0.0,0.0,,
9171,241.0,216.11248610064922,8.0,120.73649260488983,11.0,120.81274025260846,83.0,336.3864796952257,103.0,265.2861484572194,31.0,158.89287544848796,5.0,39.13894324853229,0.0,0.0
9172,138.0,130.2759395444118,7.0,120.33694344163658,13.0,164.2243557352198,51.0,210.63065295502415,53.0,147.26722053960933,14.0,76.72914611421682,0.0,0.0,,
9173,188.0,146.9703010545901,4.0,52.404035110703525,14.0,131.41837979911762,70.0,249.207874968849,69.0,151.16992375777758,20.0,95.12937595129375,11.0,73.95455156649186,,
9174,323.0,208.52297303404154,15.0,155.95757953836556,36.0,270.5749718151071,112.0,311.77796954597335,120.0,207.95064637992584,33.0,141.40029137029737,7.0,46.63868345659271,,
9175,168.0,116.951736524445,8.0,88.99766381132495,16.0,119.91306302930376,54.0,169.05112231161758,64.0,118.3585153403732,23.0,111.76442003984644,3.0,20.377666077978535,,
9176,226.0,170.07698617560072,14.0,157.44489428699956,20.0,168.0672268907563,60.0,187.89928598271325,94.0,196.45133649606052,32.0,157.20953082780645,6.0,50.19660336317243,,
9177,288.0,208.42077839371265,12.0,141.0105757931845,30.0,251.95263290501387,81.0,248.68748273003592,117.0,221.17202268431,38.0,184.32285603414823,9.0,77.06799109436547,1.0,72.36832583115023
9178,301.0,167.21571938869045,9.0,81.36696501220504,31.0,204.189171387169,98.0,206.90820032091884,118.0,175.63967075004092,38.0,154.6538602417484,7.0,47.79461969138331,0.0,0.0
9179,347.0,158.22279776208217,9.0,68.88633754305395,37.0,192.8891669273277,111.0,232.47533876473915,157.0,199.25627911108856,28.0,81.43559317104383,5.0,19.1270418117134,,
9180,75.0,84.81860128471908,1.0,21.317416329140908,8.0,123.66671819446591,19.0,100.25856155348002,33.0,109.0260340954143,11.0,70.3414758920578,3.0,24.179898444426534,,
9181,118.0,98.08648235274559,3.0,43.01075268817204,16.0,153.33013895543843,40.0,150.51740357478835,50.0,113.35298118340512,7.0,35.34996465003535,2.0,16.12253123740427,0.0,0.0
9182,161.0,160.98390160983902,3.0,53.48546978070957,25.0,307.8059591233686,51.0,241.69470641201838,59.0,163.3851181080557,20.0,120.56908608632746,3.0,24.040387851590673,,
9183,402.0,346.9345484672742,13.0,188.1603705311912,30.0,311.52647975077883,132.0,489.6687316837927,154.0,374.1587502125902,58.0,298.01664782653376,15.0,127.60527435133986,,
9184,427.0,121.83534822939285,11.0,52.8084493518963,50.0,154.41630636195183,122.0,154.30537286249114,185.0,145.62227942160405,53.0,105.2088296013975,6.0,14.712373105781962,0.0,0.0
9185,152.0,156.2130664008304,3.0,50.63291139240506,17.0,202.6704816404387,48.0,214.1518693673597,66.0,187.78274105898086,14.0,88.30579033682352,4.0,41.775456919060055,,
9186,223.0,173.91033089754887,6.0,73.87343018960847,25.0,231.13905325443787,67.0,223.48232154769846,88.0,186.03471238610658,30.0,148.57369255150556,7.0,59.25173522938886,,
9187,343.0,131.25167412849655,17.0,112.77696696298261,37.0,170.7981350690117,117.0,202.12490282456594,131.0,141.2475066041296,35.0,78.125,6.0,20.574015019030963,,
9188,146.0,106.82900773412747,8.0,105.16629420270803,19.0,152.0973422990714,31.0,113.0025881237925,67.0,136.67054239846604,20.0,89.69012063321225,1.0,5.613877505192836,,
9189,452.0,254.90782149685032,7.0,71.26132546065357,53.0,377.2241992882562,152.0,386.4832566299677,178.0,290.29469804458796,53.0,168.43041916928846,9.0,42.188159189987346,,
9190,161.0,118.83848300093004,4.0,50.377833753148614,16.0,139.15463558879804,56.0,189.817639482069,57.0,119.5695496213631,19.0,82.06988898967647,9.0,57.26648002036141,,
9261,148.0,201.60466415114902,5.0,122.18963831867057,16.0,289.0695573622403,54.0,282.41200774018097,61.0,240.4319892790982,11.0,97.6649205362692,1.0,12.454851164528584,,
9262,69.0,130.6743935003693,1.0,40.633888663145065,3.0,91.29640900791236,33.0,199.0830115830116,26.0,162.77468227634134,5.0,58.534301100444864,1.0,16.764459346186086,,
9263,90.0,188.31997656462514,2.0,81.76614881439085,2.0,58.85815185403178,37.0,314.38524938397484,37.0,221.74277837708257,12.0,145.19056261343013,0.0,0.0,,
9271,289.0,241.88553541237718,10.0,160.41065126724413,29.0,315.1831322682317,101.0,357.28182815097813,101.0,238.19631149474083,37.0,173.8966959627767,11.0,90.9466721785862,,
9272,193.0,246.29284602230672,8.0,201.00502512562815,19.0,340.3188250044779,59.0,345.1301550160866,79.0,283.60137851809304,27.0,173.176832788147,1.0,12.110936175366357,,
9273,255.0,207.2193599765964,4.0,54.20788724759453,21.0,198.22541060977912,79.0,270.8819092031271,115.0,258.2006780574328,33.0,165.57952834922227,3.0,26.19629758994062,0.0,0.0
9274,385.0,240.78301385284092,12.0,123.00123001230013,38.0,273.6175115207373,125.0,347.91805833890004,162.0,273.247086207769,40.0,151.53237110277684,8.0,54.64854156704693,,
9275,351.0,182.19001744041194,17.0,170.8371017988142,42.0,280.84252758274823,97.0,232.1073915436338,144.0,210.8777787540638,42.0,115.07164579851502,9.0,42.504958911873054,0.0,0.0
9276,162.0,209.27528743056453,13.0,319.88188976377955,15.0,262.7430373095113,54.0,317.0316444548817,55.0,203.89249304911957,20.0,130.99292638197537,4.0,47.84116732448272,1.0,129.1822761917065
9277,385.0,316.8672120623529,13.0,197.26858877086494,36.0,375.27363702699887,124.0,446.83074483802386,159.0,373.47614685363965,44.0,203.7791774731382,9.0,67.14914571364619,,
9278,199.0,196.79588607594937,5.0,85.51393877201984,14.0,166.34980988593156,49.0,217.81650071123755,78.0,210.75385031072682,36.0,204.07006405532567,17.0,175.07723995880536,,
9279,282.0,291.67485493830355,9.0,161.43497757847533,21.0,274.079874706343,68.0,296.0125370015671,136.0,389.48393378773125,41.0,250.73385518591,5.0,54.32420686657975,2.0,206.86159924702378
9361,70.0,165.8492667093136,2.0,92.5925925925926,10.0,323.62459546925567,20.0,202.34722784297855,28.0,198.28624035124992,5.0,65.09569066527796,5.0,94.8586605957124,,
9362,294.0,192.03887807490824,11.0,130.47088127149803,38.0,360.6339565341179,102.0,205.09520841292502,110.0,220.03960712928327,27.0,133.5179507467115,6.0,42.31311706629055,0.0,0.0
9363,52.0,121.65734740191377,2.0,89.52551477170994,0.0,0.0,30.0,292.22676797194623,13.0,90.42220212839953,6.0,79.93605115907275,1.0,18.85369532428356,,
9371,149.0,144.59140797096526,5.0,88.84150675195451,14.0,178.45761631612493,61.0,269.23246678730635,52.0,141.12793790370733,17.0,90.34863945578232,0.0,0.0,,
9372,307.0,239.84749761715028,8.0,115.79099724996381,26.0,265.84867075664624,77.0,269.84405116523567,119.0,261.8895662316512,63.0,264.53915599412136,14.0,103.55029585798816,,
9373,235.0,174.62641094424586,14.0,175.5926251097454,21.0,189.78761861726164,79.0,253.41630846218,96.0,196.3792574409328,23.0,101.95035460992908,2.0,15.48467017652524,0.0,0.0
9374,117.0,123.87506617257809,5.0,94.41087613293051,11.0,152.33347181830771,36.0,173.75355953472658,40.0,117.8967224711153,17.0,98.09578765147144,8.0,80.35355564483729,,
9375,355.0,182.92368732931416,9.0,78.20646506777894,46.0,281.17359413202934,88.0,207.31736047306052,157.0,218.96792189679218,49.0,145.40059347181008,6.0,32.68864069735767,0.0,0.0
9376,177.0,119.69811729062974,6.0,73.56547327121137,15.0,131.07305138063614,58.0,171.94865257478284,64.0,120.08180573015366,28.0,108.18329340854648,6.0,39.057414399166774,,
9377,54.0,74.95211392721318,5.0,135.09862199405566,3.0,56.45464809936018,12.0,77.9423226812159,19.0,74.81787753494783,11.0,80.22755451827,4.0,46.89881580490093,,
9461,104.0,134.41381360422886,4.0,92.52833680314596,15.0,287.24626579854464,36.0,152.29070603663436,33.0,133.78197591924433,11.0,97.29347249248187,5.0,60.85686465433301,,
9462,124.0,165.81308586176002,2.0,58.445353594389246,9.0,194.38444924406048,51.0,214.6013044393015,36.0,160.92981671881984,23.0,191.30000831739167,3.0,34.99358450950659,,
9463,88.0,214.25788858589794,5.0,245.21824423737127,13.0,462.30440967283073,26.0,253.93104795390175,33.0,246.7843254561771,9.0,123.52456766401318,2.0,37.56574004507889,,
9464,145.0,316.4211674849973,10.0,380.95238095238096,21.0,616.1971830985915,49.0,455.8139534883721,38.0,256.4794816414687,20.0,238.63500775563776,7.0,119.76047904191617,,
9471,247.0,167.84110136379388,12.0,137.520055008022,18.0,149.46441916465997,77.0,237.29544824185646,101.0,184.94781175608864,36.0,141.06583072100312,3.0,21.715526601520086,,
9472,133.0,128.29912023460412,1.0,18.751171948246764,10.0,122.36906510034264,39.0,186.04207413061107,60.0,158.84782378481415,21.0,107.75309148750577,2.0,16.75743611227482,,
9473,151.0,174.06942026813607,2.0,43.04778303917348,10.0,154.20200462606013,50.0,282.59763748375065,61.0,197.28331177231564,22.0,132.99480111232015,6.0,57.355893318038426,0.0,0.0
9474,133.0,114.45487638012789,5.0,75.27853056308341,12.0,126.3157894736842,49.0,195.75726099636452,52.0,122.9023871425195,13.0,62.62042389210019,2.0,16.722408026755854,,
9475,256.0,270.03934557652343,10.0,224.26553038797937,22.0,329.2920221523724,51.0,278.33869999454237,99.0,298.70560902754727,57.0,301.06163840912694,17.0,128.1857939978887,,
9476,207.0,310.14488410769667,9.0,306.95770804911325,23.0,501.85468034038837,55.0,416.2567168697495,83.0,342.53642028806075,29.0,217.75041297492115,8.0,94.49562957713206,,
9477,167.0,233.3510326132521,7.0,212.37864077669903,19.0,372.3300019596316,50.0,347.1498993265292,71.0,276.975891394242,18.0,125.81253931641854,2.0,22.66802674827156,0.0,0.0
9478,170.0,254.5824847250509,8.0,230.88023088023087,19.0,382.21685777509555,55.0,391.26413886319983,57.0,239.52599067109298,28.0,223.2320816391613,3.0,37.76910487221453,,
9479,87.0,119.74399559562315,1.0,28.019052956010086,1.0,19.50078003120125,27.0,190.3687513220052,33.0,133.22029792902993,21.0,141.6239546803345,4.0,39.308176100628934,,
9561,62.0,148.33245609837792,5.0,194.1747572815534,12.0,365.29680365296804,18.0,178.83755588673623,21.0,149.3174061433447,6.0,85.25149190110827,0.0,0.0,,
9562,130.0,115.5268022181146,8.0,125.0,22.0,258.45864661654133,48.0,135.5281362057769,44.0,121.15538177712916,7.0,47.00194722352783,1.0,9.1000091000091,,
9563,359.0,279.3839544892099,12.0,152.12981744421907,34.0,352.36812104881335,118.0,370.45176278529493,142.0,299.9894369916552,40.0,202.95296565021056,12.0,99.47774185525988,1.0,77.82282854852642
9564,986.0,190.21162490113238,41.0,134.35134515188255,96.0,243.97682220189083,332.0,242.30746774099376,366.0,206.52879270942077,132.0,169.1505311582967,19.0,33.78558600209826,0.0,0.0
9565,52.0,126.88807008125717,0.0,0.0,6.0,178.51829812555786,16.0,180.18018018018017,24.0,163.3986928104575,4.0,59.04059040590406,2.0,41.692724619553886,,
9571,330.0,178.77361301471902,5.0,46.18084418583172,25.0,164.10660364973086,90.0,214.27040925648168,155.0,235.75578742433,51.0,160.13564431047476,4.0,21.12713251993873,,
